Id,When,DataType,NAICS,ServiceDetail,Alberta,BritishColumbia,Canada,Manitoba,NewBrunswick,NewfoundlandAndLabrador,NovaScotia,Ontario,PrinceEdwardIsland,Quebec,Saskatchewan,ModifiedDate
42530,10/1/2010 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,576751000,669267000,4185337000,118763000,83633000,53467000,106918000,1582218000,17390000,840183000,123356000,9/23/2021 8:59:32 AM
42531,11/1/2010 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,27751000,53509000,210485000,2367000,4441000,3723000,5009000,44012000,,57298000,9971000,9/23/2021 8:59:32 AM
42532,11/1/2010 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,240475000,273974000,1695177000,48234000,23977000,13800000,34900000,607713000,4176000,393919000,50076000,9/23/2021 8:59:32 AM
42533,11/1/2010 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,247003000,233677000,1739503000,54783000,46735000,29776000,51662000,741811000,7992000,270092000,52140000,9/23/2021 8:59:32 AM
42534,11/1/2010 12:00:00 AM,Unadjusted,Special food services,Receipts,49148000,51704000,374636000,7974000,5232000,4538000,10695000,162460000,,72762000,6905000,9/23/2021 8:59:32 AM
42535,11/1/2010 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,574139000,666247000,4170509000,116420000,82370000,52874000,106534000,1581463000,16870000,839368000,121803000,9/23/2021 8:59:32 AM
42536,12/1/2010 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,29250000,63168000,235283000,2446000,4993000,4803000,5449000,48385000,,63997000,10186000,9/23/2021 8:59:32 AM
42537,12/1/2010 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,262492000,333986000,1902174000,53812000,25794000,15806000,38061000,671544000,4590000,440042000,51822000,9/23/2021 8:59:32 AM
42538,12/1/2010 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,255859000,249777000,1810239000,57399000,49222000,31565000,54342000,764996000,8249000,280673000,54109000,9/23/2021 8:59:32 AM
42539,12/1/2010 12:00:00 AM,Unadjusted,Special food services,Receipts,51211000,52682000,373427000,7275000,4687000,4215000,9259000,157196000,,76488000,6520000,9/23/2021 8:59:32 AM
42540,12/1/2010 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,587724000,682509000,4218145000,117859000,83172000,53451000,106593000,1589250000,16804000,844602000,122967000,9/23/2021 8:59:32 AM
42541,1/1/2011 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,24846000,57313000,202627000,2319000,3686000,3200000,4908000,40204000,,55387000,8883000,9/23/2021 8:59:32 AM
42542,1/1/2011 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,223498000,279721000,1585861000,44572000,21235000,11962000,30379000,552896000,3632000,366876000,47587000,9/23/2021 8:59:32 AM
42543,1/1/2011 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,227334000,218268000,1608934000,50461000,41839000,25764000,47080000,690936000,7146000,248625000,47977000,9/23/2021 8:59:32 AM
42544,1/1/2011 12:00:00 AM,Unadjusted,Special food services,Receipts,51769000,50724000,321937000,7673000,3835000,4635000,8987000,127603000,,55772000,7558000,9/23/2021 8:59:32 AM
42545,1/1/2011 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,570673000,666641000,4186307000,117264000,81983000,53492000,106132000,1591130000,16521000,844559000,125254000,9/23/2021 8:59:32 AM
42546,2/1/2011 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,25844000,55838000,197334000,2212000,3622000,3335000,4865000,39004000,,51697000,9055000,9/23/2021 8:59:32 AM
42547,2/1/2011 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,228618000,278187000,1577983000,43848000,20444000,11244000,30151000,555432000,3751000,357961000,44577000,9/23/2021 8:59:32 AM
42548,2/1/2011 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,220188000,205866000,1524115000,49019000,39985000,24250000,44470000,650139000,6664000,234279000,45662000,9/23/2021 8:59:32 AM
42549,2/1/2011 12:00:00 AM,Unadjusted,Special food services,Receipts,53342000,47053000,333213000,7249000,4459000,5081000,9185000,132973000,,64123000,6064000,9/23/2021 8:59:32 AM
42550,2/1/2011 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,582134000,661400000,4186728000,117896000,81404000,53307000,106259000,1600679000,16700000,831383000,122945000,9/23/2021 8:59:32 AM
42551,3/1/2011 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,29317000,65588000,231269000,2532000,4615000,3838000,5872000,45017000,,61857000,10445000,9/23/2021 8:59:32 AM
42552,3/1/2011 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,254884000,298484000,1729145000,49257000,23935000,12764000,35815000,606328000,4256000,387899000,51203000,9/23/2021 8:59:32 AM
42553,3/1/2011 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,257564000,237850000,1768891000,57822000,47174000,28879000,52975000,745421000,8291000,275060000,53646000,9/23/2021 8:59:32 AM
42554,3/1/2011 12:00:00 AM,Unadjusted,Special food services,Receipts,55638000,52477000,355019000,8065000,4812000,5566000,10482000,142619000,,64063000,7281000,9/23/2021 8:59:32 AM
42555,3/1/2011 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,590929000,664727000,4193055000,118720000,82626000,53776000,107305000,1587444000,16857000,833435000,124239000,9/23/2021 8:59:32 AM
42556,4/1/2011 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,29880000,67871000,238275000,2652000,4432000,4018000,5153000,47393000,,62680000,11918000,9/23/2021 8:59:32 AM
42557,4/1/2011 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,261741000,302600000,1792816000,50993000,24096000,12939000,34975000,628735000,4417000,414161000,53613000,9/23/2021 8:59:32 AM
42558,4/1/2011 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,260620000,240253000,1814415000,59394000,47459000,29866000,53268000,760468000,8390000,293326000,57291000,9/23/2021 8:59:32 AM
42559,4/1/2011 12:00:00 AM,Unadjusted,Special food services,Receipts,48063000,49817000,343835000,7486000,4553000,4141000,9605000,144538000,,64844000,7531000,9/23/2021 8:59:32 AM
42560,4/1/2011 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,600332000,671831000,4252349000,120879000,81858000,53498000,105961000,1618951000,16878000,840996000,128144000,9/23/2021 8:59:32 AM
42561,5/1/2011 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,26646000,63287000,221466000,2644000,4189000,3722000,5417000,43886000,,57984000,11450000,9/23/2021 8:59:32 AM
42562,5/1/2011 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,265517000,312419000,1894174000,53300000,25019000,14326000,36269000,677747000,5315000,445974000,53523000,9/23/2021 8:59:32 AM
42563,5/1/2011 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,272046000,256832000,1927453000,62905000,50640000,30939000,55134000,815946000,9022000,310833000,58915000,9/23/2021 8:59:32 AM
42564,5/1/2011 12:00:00 AM,Unadjusted,Special food services,Receipts,44978000,54799000,359879000,7943000,3780000,4498000,8692000,154198000,,70055000,7323000,9/23/2021 8:59:32 AM
42565,5/1/2011 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,600021000,672739000,4256825000,122205000,81897000,53958000,104991000,1625775000,16896000,839291000,126136000,9/23/2021 8:59:32 AM
42566,6/1/2011 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,26777000,66733000,227365000,2696000,4103000,4111000,5195000,45415000,,57758000,11887000,9/23/2021 8:59:32 AM
42567,6/1/2011 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,270789000,322896000,1935376000,53145000,24949000,15955000,37756000,693373000,7312000,450455000,53275000,9/23/2021 8:59:32 AM
42568,6/1/2011 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,275690000,260732000,1974817000,64533000,52629000,32045000,56149000,838928000,9446000,319917000,60321000,9/23/2021 8:59:32 AM
42569,6/1/2011 12:00:00 AM,Unadjusted,Special food services,Receipts,47697000,56472000,366778000,8772000,3795000,4217000,8249000,156877000,,69780000,7531000,9/23/2021 8:59:32 AM
42570,6/1/2011 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,607544000,677904000,4287417000,123951000,83267000,54626000,105407000,1637493000,17298000,839258000,127670000,9/23/2021 8:59:32 AM
42571,7/1/2011 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,29297000,67882000,243524000,3046000,4670000,5058000,6648000,46526000,,64579000,12185000,9/23/2021 8:59:32 AM
42572,7/1/2011 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,285538000,362874000,2067232000,54078000,29111000,18426000,42427000,705716000,11540000,497289000,54730000,9/23/2021 8:59:32 AM
42573,7/1/2011 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,282510000,275130000,2067287000,65429000,55970000,34953000,64776000,866823000,11713000,341948000,63387000,9/23/2021 8:59:32 AM
42574,7/1/2011 12:00:00 AM,Unadjusted,Special food services,Receipts,47656000,53530000,328794000,8168000,2555000,4371000,6366000,139107000,,56480000,7152000,9/23/2021 8:59:32 AM
42575,7/1/2011 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,607965000,682717000,4317845000,122638000,81907000,55160000,106706000,1648263000,17483000,853741000,128494000,9/23/2021 8:59:32 AM
42576,8/1/2011 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,24624000,62930000,223323000,3059000,4419000,4931000,6149000,44293000,,57613000,11752000,9/23/2021 8:59:32 AM
42577,8/1/2011 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,267114000,362425000,2018582000,52728000,28880000,19542000,45555000,693587000,11774000,475773000,55866000,9/23/2021 8:59:32 AM
42578,8/1/2011 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,277326000,273296000,2017744000,63678000,54655000,34808000,63288000,847922000,11677000,323827000,62644000,9/23/2021 8:59:32 AM
42579,8/1/2011 12:00:00 AM,Unadjusted,Special food services,Receipts,45685000,55484000,337001000,7633000,2906000,4770000,7749000,145179000,,56146000,7919000,9/23/2021 8:59:32 AM
42580,8/1/2011 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,605664000,678219000,4299914000,122372000,81812000,55421000,109167000,1638459000,17190000,847453000,131224000,9/23/2021 8:59:32 AM
42581,9/1/2011 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,26927000,60091000,226548000,2711000,4398000,4709000,6000000,48187000,,59486000,11248000,9/23/2021 8:59:32 AM
42582,9/1/2011 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,265335000,326843000,1891213000,51285000,24681000,16030000,41577000,655100000,7530000,442908000,55136000,9/23/2021 8:59:32 AM
42583,9/1/2011 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,269682000,248443000,1898060000,60759000,49990000,31772000,57972000,799440000,9634000,306456000,59583000,9/23/2021 8:59:32 AM
42584,9/1/2011 12:00:00 AM,Unadjusted,Special food services,Receipts,55324000,56545000,403401000,9741000,4805000,5962000,10891000,172611000,,75816000,8112000,9/23/2021 8:59:32 AM
42585,9/1/2011 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,611292000,682657000,4323950000,123286000,82093000,56287000,110587000,1631688000,17512000,864089000,131499000,9/23/2021 8:59:32 AM
42586,10/1/2011 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,28802000,61725000,230968000,2871000,4312000,4233000,5478000,46757000,,63526000,11084000,9/23/2021 8:59:32 AM
42587,10/1/2011 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,268108000,299534000,1853918000,50695000,23483000,15131000,39916000,645364000,5562000,446580000,55201000,9/23/2021 8:59:32 AM
42588,10/1/2011 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,277734000,247311000,1920635000,63296000,50454000,31851000,57408000,810520000,9136000,307644000,60982000,9/23/2021 8:59:32 AM
42589,10/1/2011 12:00:00 AM,Unadjusted,Special food services,Receipts,58483000,59501000,407662000,11085000,5697000,4159000,12413000,169875000,,74770000,8123000,9/23/2021 8:59:32 AM
42590,10/1/2011 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,620451000,684875000,4355039000,123511000,81990000,54778000,110854000,1639613000,17229000,878063000,130855000,9/23/2021 8:59:32 AM
42591,11/1/2011 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,26431000,57981000,211879000,2568000,4237000,3906000,5009000,43754000,,55540000,10463000,9/23/2021 8:59:32 AM
42592,11/1/2011 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,258520000,284723000,1775994000,49228000,22656000,15275000,37031000,632558000,4345000,415217000,52081000,9/23/2021 8:59:32 AM
42593,11/1/2011 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,263847000,236260000,1841272000,58280000,48244000,31533000,53755000,786412000,8109000,293500000,57196000,9/23/2021 8:59:32 AM
42594,11/1/2011 12:00:00 AM,Unadjusted,Special food services,Receipts,56859000,55473000,401402000,9665000,5396000,5149000,11421000,171143000,,74770000,8255000,9/23/2021 8:59:32 AM
42595,11/1/2011 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,619026000,686595000,4372102000,123731000,81947000,56875000,110112000,1654727000,16698000,877736000,131596000,9/23/2021 8:59:32 AM
42596,12/1/2011 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,27990000,62393000,234952000,2852000,4558000,4631000,5111000,48386000,,65645000,11098000,9/23/2021 8:59:32 AM
42597,12/1/2011 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,284294000,338202000,2008364000,57906000,24751000,17575000,41997000,717296000,5157000,460488000,56155000,9/23/2021 8:59:32 AM
42598,12/1/2011 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,277399000,248401000,1911259000,62138000,50127000,32881000,56064000,809629000,8703000,302110000,59432000,9/23/2021 8:59:32 AM
42599,12/1/2011 12:00:00 AM,Unadjusted,Special food services,Receipts,61860000,53482000,392030000,9423000,5132000,4958000,9827000,157136000,,79447000,7742000,9/23/2021 8:59:32 AM
42600,12/1/2011 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,634601000,682234000,4414491000,127359000,82587000,56736000,112377000,1665173000,17453000,888921000,133985000,9/23/2021 8:59:32 AM
42601,1/1/2012 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,24604000,54265000,194870000,2492000,3667000,3421000,3877000,37979000,,54469000,8344000,9/23/2021 8:59:32 AM
42602,1/1/2012 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,246987000,289002000,1675727000,49166000,20817000,12659000,33706000,583513000,3938000,383620000,48740000,9/23/2021 8:59:32 AM
42603,1/1/2012 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,249293000,224216000,1693931000,55675000,42525000,27356000,49493000,718840000,7770000,261462000,53444000,9/23/2021 8:59:32 AM
42604,1/1/2012 12:00:00 AM,Unadjusted,Special food services,Receipts,64989000,49891000,342559000,8067000,4294000,5253000,10245000,134890000,,54856000,6902000,9/23/2021 8:59:32 AM
42605,1/1/2012 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,641078000,689083000,4439335000,129733000,83084000,57525000,113662000,1675901000,17622000,887071000,131677000,9/23/2021 8:59:32 AM
42606,2/1/2012 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,26344000,55007000,204770000,2327000,3840000,3496000,3949000,39602000,,59412000,8923000,9/23/2021 8:59:32 AM
42607,2/1/2012 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,256418000,295566000,1724510000,49389000,20211000,12777000,33529000,600200000,4139000,400106000,48051000,9/23/2021 8:59:32 AM
42608,2/1/2012 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,249965000,222842000,1676922000,55700000,42343000,27248000,48679000,704747000,7353000,260956000,52990000,9/23/2021 8:59:32 AM
42609,2/1/2012 12:00:00 AM,Unadjusted,Special food services,Receipts,67953000,51488000,369233000,8871000,5092000,5265000,10607000,145196000,,64370000,7226000,9/23/2021 8:59:32 AM
42610,2/1/2012 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,645894000,685194000,4457010000,130608000,82667000,57449000,112305000,1685508000,17636000,893597000,133099000,9/23/2021 8:59:32 AM
42611,3/1/2012 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,31514000,61428000,236511000,2821000,4559000,4230000,5025000,48180000,,65311000,11144000,9/23/2021 8:59:32 AM
42612,3/1/2012 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,282825000,309026000,1899869000,54789000,22976000,14721000,38041000,665921000,4617000,445884000,56270000,9/23/2021 8:59:32 AM
42613,3/1/2012 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,284463000,254079000,1919068000,64995000,49792000,31002000,56730000,797466000,8761000,304433000,62696000,9/23/2021 8:59:32 AM
42614,3/1/2012 12:00:00 AM,Unadjusted,Special food services,Receipts,71122000,54895000,387696000,9089000,5046000,6310000,11472000,155261000,,62199000,7650000,9/23/2021 8:59:32 AM
42615,3/1/2012 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,652258000,683096000,4503170000,130877000,83734000,58248000,112713000,1702187000,17768000,909754000,137899000,9/23/2021 8:59:32 AM
42616,4/1/2012 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,28165000,55180000,213504000,2944000,3976000,3873000,4201000,44441000,,58257000,10405000,9/23/2021 8:59:32 AM
42617,4/1/2012 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,266848000,300512000,1842929000,53224000,22496000,14614000,36564000,641772000,4535000,441580000,56468000,9/23/2021 8:59:32 AM
42618,4/1/2012 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,280086000,253923000,1904215000,63711000,47954000,31069000,55911000,794868000,8771000,302782000,60842000,9/23/2021 8:59:32 AM
42619,4/1/2012 12:00:00 AM,Unadjusted,Special food services,Receipts,52436000,52046000,358508000,7633000,4552000,5566000,10824000,151824000,,63730000,7104000,9/23/2021 8:59:32 AM
42620,4/1/2012 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,641591000,686414000,4475389000,129937000,82427000,58992000,113189000,1700364000,17639000,897455000,135086000,9/23/2021 8:59:32 AM
42621,5/1/2012 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,27976000,55705000,216253000,2979000,4202000,3803000,4252000,44875000,,59574000,10613000,9/23/2021 8:59:32 AM
42622,5/1/2012 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,282103000,320215000,2008055000,56634000,24788000,16680000,39347000,715307000,5492000,483766000,58817000,9/23/2021 8:59:32 AM
42623,5/1/2012 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,298170000,275733000,2073505000,68432000,53021000,33214000,60906000,869387000,9544000,334955000,65452000,9/23/2021 8:59:32 AM
42624,5/1/2012 12:00:00 AM,Unadjusted,Special food services,Receipts,51796000,54504000,369685000,8204000,3940000,5592000,9467000,153362000,,72398000,7588000,9/23/2021 8:59:32 AM
42625,5/1/2012 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,647957000,687143000,4484674000,131237000,83571000,59404000,112291000,1701829000,17604000,893496000,137541000,9/23/2021 8:59:32 AM
42626,6/1/2012 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,29785000,60257000,231084000,3134000,4115000,4464000,4507000,47276000,,63479000,11356000,9/23/2021 8:59:32 AM
42627,6/1/2012 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,291661000,329939000,2067098000,59303000,25152000,18407000,40204000,728268000,6922000,502050000,59948000,9/23/2021 8:59:32 AM
42628,6/1/2012 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,296461000,276419000,2073298000,65487000,53500000,33766000,61048000,866517000,9953000,338707000,66587000,9/23/2021 8:59:32 AM
42629,6/1/2012 12:00:00 AM,Unadjusted,Special food services,Receipts,55087000,56493000,393744000,8362000,3616000,5614000,8852000,167237000,,78028000,7817000,9/23/2021 8:59:32 AM
42630,6/1/2012 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,650138000,687659000,4489143000,128899000,83013000,59906000,111373000,1701081000,17209000,899503000,137853000,9/23/2021 8:59:32 AM
42631,7/1/2012 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,38996000,60210000,235057000,2942000,4148000,5265000,5011000,43542000,,60004000,11497000,9/23/2021 8:59:32 AM
42632,7/1/2012 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,294892000,349156000,2091663000,58412000,28370000,20026000,43526000,719181000,11072000,503157000,58464000,9/23/2021 8:59:32 AM
42633,7/1/2012 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,301592000,284905000,2129690000,66883000,56480000,36290000,65342000,884632000,11651000,349475000,67633000,9/23/2021 8:59:32 AM
42634,7/1/2012 12:00:00 AM,Unadjusted,Special food services,Receipts,54567000,56550000,348711000,8095000,2794000,5504000,8383000,140630000,,61406000,7638000,9/23/2021 8:59:32 AM
42635,7/1/2012 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,660936000,689705000,4499426000,129743000,83052000,60286000,110756000,1706012000,17266000,890941000,138132000,9/23/2021 8:59:32 AM
42636,8/1/2012 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,30499000,60436000,231902000,2967000,4553000,5089000,5904000,46226000,,60829000,11562000,9/23/2021 8:59:32 AM
42637,8/1/2012 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,286254000,372002000,2137030000,57271000,30228000,21937000,45247000,745910000,12581000,499856000,60345000,9/23/2021 8:59:32 AM
42638,8/1/2012 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,302284000,288143000,2135031000,67008000,56322000,36925000,67149000,888983000,12456000,343174000,67559000,9/23/2021 8:59:32 AM
42639,8/1/2012 12:00:00 AM,Unadjusted,Special food services,Receipts,55315000,56155000,356900000,8200000,2954000,5556000,8332000,150640000,,58901000,7918000,9/23/2021 8:59:32 AM
42640,8/1/2012 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,655649000,688036000,4480761000,129493000,83540000,59541000,110821000,1708345000,17864000,875437000,139075000,9/23/2021 8:59:32 AM
42641,9/1/2012 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,29473000,60422000,229692000,2978000,4135000,4644000,5416000,47555000,,61424000,10851000,9/23/2021 8:59:32 AM
42642,9/1/2012 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,284676000,328262000,1976173000,54581000,25134000,19128000,39857000,699356000,7353000,452193000,60364000,9/23/2021 8:59:32 AM
42643,9/1/2012 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,289476000,260252000,1970890000,63353000,49757000,31350000,58951000,826278000,9380000,313619000,63817000,9/23/2021 8:59:32 AM
42644,9/1/2012 12:00:00 AM,Unadjusted,Special food services,Receipts,62787000,59226000,435976000,8981000,5118000,6006000,11856000,188334000,,81863000,8867000,9/23/2021 8:59:32 AM
42645,9/1/2012 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,664608000,697236000,4534074000,129174000,83138000,59800000,109794000,1725797000,17200000,892554000,141543000,9/23/2021 8:59:32 AM
42646,10/1/2012 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,30704000,52362000,222204000,2855000,4186000,4148000,5247000,48863000,,60716000,10797000,9/23/2021 8:59:32 AM
42647,10/1/2012 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,281706000,295325000,1886983000,51731000,23954000,17667000,37766000,672344000,5789000,436334000,60076000,9/23/2021 8:59:32 AM
42648,10/1/2012 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,294092000,255851000,1995379000,64270000,51369000,32908000,60507000,844859000,8706000,313868000,64401000,9/23/2021 8:59:32 AM
42649,10/1/2012 12:00:00 AM,Unadjusted,Special food services,Receipts,65158000,61173000,436653000,9195000,5532000,6279000,13344000,180926000,,83729000,8648000,9/23/2021 8:59:32 AM
42650,10/1/2012 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,662415000,687327000,4510203000,124579000,83110000,60351000,112586000,1724323000,17147000,886025000,140026000,9/23/2021 8:59:32 AM
42651,11/1/2012 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,30349000,50528000,219542000,2906000,4222000,3846000,4952000,49502000,,60411000,10658000,9/23/2021 8:59:32 AM
42652,11/1/2012 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,283902000,294896000,1887800000,52098000,23744000,17815000,37429000,687250000,5046000,422378000,59070000,9/23/2021 8:59:32 AM
42653,11/1/2012 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,283554000,248337000,1936781000,60940000,50373000,32634000,56269000,828343000,8928000,302783000,60276000,9/23/2021 8:59:32 AM
42654,11/1/2012 12:00:00 AM,Unadjusted,Special food services,Receipts,64142000,54372000,417813000,9057000,5162000,5943000,11695000,175714000,,80202000,8035000,9/23/2021 8:59:32 AM
42655,11/1/2012 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,668518000,694238000,4563246000,127914000,84204000,60092000,113101000,1745816000,17904000,896908000,141077000,9/23/2021 8:59:32 AM
42656,12/1/2012 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,30002000,52920000,232553000,3012000,4614000,4899000,5753000,53059000,,64749000,10975000,9/23/2021 8:59:32 AM
42657,12/1/2012 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,303723000,344754000,2061253000,59486000,24758000,20518000,40166000,749577000,5458000,446536000,61841000,9/23/2021 8:59:32 AM
42658,12/1/2012 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,288845000,257489000,1958025000,63563000,50932000,33689000,56207000,833573000,8765000,298562000,61985000,9/23/2021 8:59:32 AM
42659,12/1/2012 12:00:00 AM,Unadjusted,Special food services,Receipts,65879000,54696000,422869000,8304000,4726000,5814000,10221000,179326000,,83397000,7766000,9/23/2021 8:59:32 AM
42660,12/1/2012 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,678875000,695923000,4597682000,130323000,84499000,62689000,113376000,1764367000,18045000,893211000,143409000,9/23/2021 8:59:32 AM
42661,1/1/2013 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,27248000,47908000,196451000,2614000,3657000,3147000,5153000,40515000,,54406000,10142000,9/23/2021 8:59:32 AM
42662,1/1/2013 12:00:00 AM,Unadjusted,Full-service restaurants,Receipts,277277000,294087000,1763585000,48419000,21384000,15809000,33964000,626475000,4713000,382266000,55291000,9/23/2021 8:59:32 AM
42663,1/1/2013 12:00:00 AM,Unadjusted,Limited-service eating places,Receipts,266933000,233921000,1775608000,55044000,44295000,27883000,48675000,757621000,7908000,272972000,56394000,9/23/2021 8:59:32 AM
42664,1/1/2013 12:00:00 AM,Unadjusted,Special food services,Receipts,60877000,49779000,349017000,8108000,4142000,6168000,10041000,139955000,,60072000,7061000,9/23/2021 8:59:32 AM
42665,1/1/2013 12:00:00 AM,Seasonally adjusted,"Total, food services and drinking places",Receipts,690092000,696012000,4613907000,128239000,84883000,62049000,113486000,1766049000,18115000,896917000,144744000,9/23/2021 8:59:32 AM
42666,2/1/2013 12:00:00 AM,Unadjusted,Drinking places (alcoholic beverages),Receipts,29147000,49011000,200225000,2582000,3458000,3297000,4799000,42155000,,53511000,10525000,9/23/2021 8:59:32 AM
