ID,When,Commodity,WellType,Alberta,ModifiedDate
346281,03-01-2009 12:00:00 AM,Oil,Development,26,09-24-2021 02:50:43 PM
346282,03-01-2009 12:00:00 AM,Other,Development,33,09-24-2021 02:50:43 PM
346283,03-01-2009 12:00:00 AM,Oil,Exploratory,8,09-24-2021 02:50:43 PM
346284,04-01-2009 12:00:00 AM,Gas,Exploratory,5,09-24-2021 02:50:43 PM
346285,04-01-2009 12:00:00 AM,Oil,Development,9,09-24-2021 02:50:43 PM
346286,04-01-2009 12:00:00 AM,Gas,Development,26,09-24-2021 02:50:43 PM
346287,04-01-2009 12:00:00 AM,Oil,Exploratory,0,09-24-2021 02:50:43 PM
346288,04-01-2009 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346289,04-01-2009 12:00:00 AM,Bitumen,Development,33,09-24-2021 02:50:43 PM
346290,04-01-2009 12:00:00 AM,Other,Exploratory,2,09-24-2021 02:50:43 PM
346291,04-01-2009 12:00:00 AM,Other,Development,7,09-24-2021 02:50:43 PM
346292,05-01-2009 12:00:00 AM,Oil,Exploratory,1,09-24-2021 02:50:43 PM
346293,05-01-2009 12:00:00 AM,Other,Development,11,09-24-2021 02:50:43 PM
346294,05-01-2009 12:00:00 AM,Gas,Exploratory,3,09-24-2021 02:50:43 PM
346295,05-01-2009 12:00:00 AM,Oil,Development,9,09-24-2021 02:50:43 PM
346296,05-01-2009 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346297,05-01-2009 12:00:00 AM,Bitumen,Development,33,09-24-2021 02:50:43 PM
346298,05-01-2009 12:00:00 AM,Gas,Development,50,09-24-2021 02:50:43 PM
346299,05-01-2009 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346300,06-01-2009 12:00:00 AM,Oil,Development,56,09-24-2021 02:50:43 PM
346301,06-01-2009 12:00:00 AM,Gas,Exploratory,11,09-24-2021 02:50:43 PM
346302,06-01-2009 12:00:00 AM,Gas,Development,113,09-24-2021 02:50:43 PM
346303,06-01-2009 12:00:00 AM,Other,Development,23,09-24-2021 02:50:43 PM
346304,06-01-2009 12:00:00 AM,Bitumen,Development,71,09-24-2021 02:50:43 PM
346305,06-01-2009 12:00:00 AM,Oil,Exploratory,6,09-24-2021 02:50:43 PM
346306,06-01-2009 12:00:00 AM,Other,Exploratory,5,09-24-2021 02:50:43 PM
346307,06-01-2009 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346308,07-01-2009 12:00:00 AM,Bitumen,Development,59,09-24-2021 02:50:43 PM
346309,07-01-2009 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346310,07-01-2009 12:00:00 AM,Oil,Exploratory,3,09-24-2021 02:50:43 PM
346311,07-01-2009 12:00:00 AM,Oil,Development,65,09-24-2021 02:50:43 PM
346312,07-01-2009 12:00:00 AM,Other,Development,31,09-24-2021 02:50:43 PM
346313,07-01-2009 12:00:00 AM,Other,Exploratory,4,09-24-2021 02:50:43 PM
346314,07-01-2009 12:00:00 AM,Gas,Development,151,09-24-2021 02:50:43 PM
346315,07-01-2009 12:00:00 AM,Gas,Exploratory,24,09-24-2021 02:50:43 PM
346316,08-01-2009 12:00:00 AM,Oil,Development,91,09-24-2021 02:50:43 PM
346317,08-01-2009 12:00:00 AM,Gas,Exploratory,24,09-24-2021 02:50:43 PM
346318,08-01-2009 12:00:00 AM,Gas,Development,138,09-24-2021 02:50:43 PM
346319,08-01-2009 12:00:00 AM,Oil,Exploratory,6,09-24-2021 02:50:43 PM
346320,08-01-2009 12:00:00 AM,Bitumen,Development,101,09-24-2021 02:50:43 PM
346321,08-01-2009 12:00:00 AM,Other,Exploratory,3,09-24-2021 02:50:43 PM
346322,08-01-2009 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346323,08-01-2009 12:00:00 AM,Other,Development,27,09-24-2021 02:50:43 PM
346324,09-01-2009 12:00:00 AM,Oil,Exploratory,8,09-24-2021 02:50:43 PM
346325,09-01-2009 12:00:00 AM,Other,Development,12,09-24-2021 02:50:43 PM
346326,09-01-2009 12:00:00 AM,Other,Exploratory,6,09-24-2021 02:50:43 PM
346327,09-01-2009 12:00:00 AM,Oil,Development,106,09-24-2021 02:50:43 PM
346328,09-01-2009 12:00:00 AM,Gas,Development,139,09-24-2021 02:50:43 PM
346329,09-01-2009 12:00:00 AM,Bitumen,Development,141,09-24-2021 02:50:43 PM
346330,09-01-2009 12:00:00 AM,Gas,Exploratory,24,09-24-2021 02:50:43 PM
346331,09-01-2009 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346332,10-01-2009 12:00:00 AM,Oil,Exploratory,10,09-24-2021 02:50:43 PM
346333,10-01-2009 12:00:00 AM,Oil,Development,92,09-24-2021 02:50:43 PM
346334,10-01-2009 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346335,10-01-2009 12:00:00 AM,Bitumen,Development,109,09-24-2021 02:50:43 PM
346336,10-01-2009 12:00:00 AM,Gas,Exploratory,22,09-24-2021 02:50:43 PM
346337,10-01-2009 12:00:00 AM,Gas,Development,148,09-24-2021 02:50:43 PM
346338,10-01-2009 12:00:00 AM,Other,Exploratory,11,09-24-2021 02:50:43 PM
346339,10-01-2009 12:00:00 AM,Other,Development,37,09-24-2021 02:50:43 PM
346340,11-01-2009 12:00:00 AM,Bitumen,Development,121,09-24-2021 02:50:43 PM
346341,11-01-2009 12:00:00 AM,Other,Exploratory,14,09-24-2021 02:50:43 PM
346342,11-01-2009 12:00:00 AM,Oil,Development,120,09-24-2021 02:50:43 PM
346343,11-01-2009 12:00:00 AM,Oil,Exploratory,20,09-24-2021 02:50:43 PM
346344,11-01-2009 12:00:00 AM,Other,Development,28,09-24-2021 02:50:43 PM
346345,11-01-2009 12:00:00 AM,Gas,Exploratory,36,09-24-2021 02:50:43 PM
346346,11-01-2009 12:00:00 AM,Gas,Development,337,09-24-2021 02:50:43 PM
346347,11-01-2009 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346348,12-01-2009 12:00:00 AM,Oil,Exploratory,36,09-24-2021 02:50:43 PM
346349,12-01-2009 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346350,12-01-2009 12:00:00 AM,Bitumen,Development,73,09-24-2021 02:50:43 PM
346351,12-01-2009 12:00:00 AM,Gas,Development,367,09-24-2021 02:50:43 PM
346352,12-01-2009 12:00:00 AM,Other,Exploratory,26,09-24-2021 02:50:43 PM
346353,12-01-2009 12:00:00 AM,Oil,Development,112,09-24-2021 02:50:43 PM
346354,12-01-2009 12:00:00 AM,Other,Development,38,09-24-2021 02:50:43 PM
346355,12-01-2009 12:00:00 AM,Gas,Exploratory,52,09-24-2021 02:50:43 PM
346356,01-01-2010 12:00:00 AM,Bitumen,Exploratory,5,09-24-2021 02:50:43 PM
346357,01-01-2010 12:00:00 AM,Gas,Development,470,09-24-2021 02:50:43 PM
346358,01-01-2010 12:00:00 AM,Other,Exploratory,16,09-24-2021 02:50:43 PM
346359,01-01-2010 12:00:00 AM,Other,Development,54,09-24-2021 02:50:43 PM
346360,01-01-2010 12:00:00 AM,Bitumen,Development,139,09-24-2021 02:50:43 PM
346361,01-01-2010 12:00:00 AM,Oil,Development,166,09-24-2021 02:50:43 PM
346362,01-01-2010 12:00:00 AM,Oil,Exploratory,26,09-24-2021 02:50:43 PM
346363,01-01-2010 12:00:00 AM,Gas,Exploratory,56,09-24-2021 02:50:43 PM
346364,02-01-2010 12:00:00 AM,Gas,Exploratory,66,09-24-2021 02:50:43 PM
346365,02-01-2010 12:00:00 AM,Bitumen,Development,152,09-24-2021 02:50:43 PM
346366,02-01-2010 12:00:00 AM,Other,Exploratory,6,09-24-2021 02:50:43 PM
346367,02-01-2010 12:00:00 AM,Bitumen,Exploratory,1,09-24-2021 02:50:43 PM
346368,02-01-2010 12:00:00 AM,Gas,Development,504,09-24-2021 02:50:43 PM
346369,02-01-2010 12:00:00 AM,Oil,Exploratory,32,09-24-2021 02:50:43 PM
346370,02-01-2010 12:00:00 AM,Other,Development,60,09-24-2021 02:50:43 PM
346371,02-01-2010 12:00:00 AM,Oil,Development,214,09-24-2021 02:50:43 PM
346372,03-01-2010 12:00:00 AM,Other,Development,36,09-24-2021 02:50:43 PM
346373,03-01-2010 12:00:00 AM,Other,Exploratory,2,09-24-2021 02:50:43 PM
346374,03-01-2010 12:00:00 AM,Bitumen,Development,120,09-24-2021 02:50:43 PM
346375,03-01-2010 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346376,03-01-2010 12:00:00 AM,Oil,Development,155,09-24-2021 02:50:43 PM
346377,03-01-2010 12:00:00 AM,Gas,Development,113,09-24-2021 02:50:43 PM
346378,03-01-2010 12:00:00 AM,Gas,Exploratory,47,09-24-2021 02:50:43 PM
346379,03-01-2010 12:00:00 AM,Oil,Exploratory,33,09-24-2021 02:50:43 PM
346380,04-01-2010 12:00:00 AM,Oil,Exploratory,2,09-24-2021 02:50:43 PM
346381,04-01-2010 12:00:00 AM,Gas,Exploratory,7,09-24-2021 02:50:43 PM
346382,04-01-2010 12:00:00 AM,Bitumen,Development,52,09-24-2021 02:50:43 PM
346383,04-01-2010 12:00:00 AM,Gas,Development,42,09-24-2021 02:50:43 PM
346384,04-01-2010 12:00:00 AM,Other,Development,14,09-24-2021 02:50:43 PM
346385,04-01-2010 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346386,04-01-2010 12:00:00 AM,Oil,Development,19,09-24-2021 02:50:43 PM
346387,04-01-2010 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346388,05-01-2010 12:00:00 AM,Bitumen,Development,49,09-24-2021 02:50:43 PM
346389,05-01-2010 12:00:00 AM,Gas,Exploratory,7,09-24-2021 02:50:43 PM
346390,05-01-2010 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346391,05-01-2010 12:00:00 AM,Oil,Development,42,09-24-2021 02:50:43 PM
346392,05-01-2010 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346393,05-01-2010 12:00:00 AM,Oil,Exploratory,4,09-24-2021 02:50:43 PM
346394,05-01-2010 12:00:00 AM,Gas,Development,32,09-24-2021 02:50:43 PM
346395,05-01-2010 12:00:00 AM,Other,Development,9,09-24-2021 02:50:43 PM
346396,06-01-2010 12:00:00 AM,Gas,Development,50,09-24-2021 02:50:43 PM
346397,06-01-2010 12:00:00 AM,Bitumen,Development,72,09-24-2021 02:50:43 PM
346398,06-01-2010 12:00:00 AM,Oil,Development,118,09-24-2021 02:50:43 PM
346399,06-01-2010 12:00:00 AM,Other,Development,34,09-24-2021 02:50:43 PM
346400,06-01-2010 12:00:00 AM,Oil,Exploratory,13,09-24-2021 02:50:43 PM
346401,06-01-2010 12:00:00 AM,Gas,Exploratory,16,09-24-2021 02:50:43 PM
346402,06-01-2010 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346403,06-01-2010 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346404,07-01-2010 12:00:00 AM,Other,Development,37,09-24-2021 02:50:43 PM
346405,07-01-2010 12:00:00 AM,Bitumen,Development,110,09-24-2021 02:50:43 PM
346406,07-01-2010 12:00:00 AM,Oil,Exploratory,34,09-24-2021 02:50:43 PM
346407,07-01-2010 12:00:00 AM,Gas,Development,248,09-24-2021 02:50:43 PM
346408,07-01-2010 12:00:00 AM,Bitumen,Exploratory,2,09-24-2021 02:50:43 PM
346409,07-01-2010 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346410,07-01-2010 12:00:00 AM,Oil,Development,200,09-24-2021 02:50:43 PM
346411,07-01-2010 12:00:00 AM,Gas,Exploratory,28,09-24-2021 02:50:43 PM
346412,08-01-2010 12:00:00 AM,Oil,Development,226,09-24-2021 02:50:43 PM
346413,08-01-2010 12:00:00 AM,Gas,Development,312,09-24-2021 02:50:43 PM
346414,08-01-2010 12:00:00 AM,Other,Development,37,09-24-2021 02:50:43 PM
346415,08-01-2010 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346416,08-01-2010 12:00:00 AM,Gas,Exploratory,24,09-24-2021 02:50:43 PM
346417,08-01-2010 12:00:00 AM,Bitumen,Development,135,09-24-2021 02:50:43 PM
346418,08-01-2010 12:00:00 AM,Oil,Exploratory,27,09-24-2021 02:50:43 PM
346419,08-01-2010 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346420,09-01-2010 12:00:00 AM,Bitumen,Exploratory,2,09-24-2021 02:50:43 PM
346421,09-01-2010 12:00:00 AM,Oil,Exploratory,13,09-24-2021 02:50:43 PM
346422,09-01-2010 12:00:00 AM,Gas,Development,235,09-24-2021 02:50:43 PM
346423,09-01-2010 12:00:00 AM,Gas,Exploratory,29,09-24-2021 02:50:43 PM
346424,09-01-2010 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346425,09-01-2010 12:00:00 AM,Other,Development,27,09-24-2021 02:50:43 PM
346426,09-01-2010 12:00:00 AM,Oil,Development,175,09-24-2021 02:50:43 PM
346427,09-01-2010 12:00:00 AM,Bitumen,Development,131,09-24-2021 02:50:43 PM
346428,10-01-2010 12:00:00 AM,Other,Development,24,09-24-2021 02:50:43 PM
346429,10-01-2010 12:00:00 AM,Oil,Development,224,09-24-2021 02:50:43 PM
346430,10-01-2010 12:00:00 AM,Bitumen,Development,191,09-24-2021 02:50:43 PM
346431,10-01-2010 12:00:00 AM,Gas,Exploratory,36,09-24-2021 02:50:43 PM
346432,10-01-2010 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346433,10-01-2010 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346434,10-01-2010 12:00:00 AM,Gas,Development,397,09-24-2021 02:50:43 PM
346435,10-01-2010 12:00:00 AM,Oil,Exploratory,32,09-24-2021 02:50:43 PM
346436,11-01-2010 12:00:00 AM,Other,Exploratory,1,09-24-2021 02:50:43 PM
346437,11-01-2010 12:00:00 AM,Other,Development,25,09-24-2021 02:50:43 PM
346438,11-01-2010 12:00:00 AM,Gas,Exploratory,36,09-24-2021 02:50:43 PM
346439,11-01-2010 12:00:00 AM,Oil,Development,244,09-24-2021 02:50:43 PM
346440,11-01-2010 12:00:00 AM,Gas,Development,443,09-24-2021 02:50:43 PM
346441,11-01-2010 12:00:00 AM,Bitumen,Development,121,09-24-2021 02:50:43 PM
346442,11-01-2010 12:00:00 AM,Oil,Exploratory,32,09-24-2021 02:50:43 PM
346443,11-01-2010 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346444,12-01-2010 12:00:00 AM,Other,Development,33,09-24-2021 02:50:43 PM
346445,12-01-2010 12:00:00 AM,Gas,Development,427,09-24-2021 02:50:43 PM
346446,12-01-2010 12:00:00 AM,Bitumen,Development,94,09-24-2021 02:50:43 PM
346447,12-01-2010 12:00:00 AM,Gas,Exploratory,38,09-24-2021 02:50:43 PM
346448,12-01-2010 12:00:00 AM,Bitumen,Exploratory,13,09-24-2021 02:50:43 PM
346449,12-01-2010 12:00:00 AM,Other,Exploratory,0,09-24-2021 02:50:43 PM
346450,12-01-2010 12:00:00 AM,Oil,Development,196,09-24-2021 02:50:43 PM
346451,12-01-2010 12:00:00 AM,Oil,Exploratory,32,09-24-2021 02:50:43 PM
346452,01-01-2011 12:00:00 AM,Oil,Development,236,09-24-2021 02:50:43 PM
346453,01-01-2011 12:00:00 AM,Gas,Development,329,09-24-2021 02:50:43 PM
346454,01-01-2011 12:00:00 AM,Bitumen,Development,166,09-24-2021 02:50:43 PM
346455,01-01-2011 12:00:00 AM,Other,Development,40,09-24-2021 02:50:43 PM
346456,01-01-2011 12:00:00 AM,Other,Exploratory,4,09-24-2021 02:50:43 PM
346457,01-01-2011 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346458,01-01-2011 12:00:00 AM,Gas,Exploratory,34,09-24-2021 02:50:43 PM
346459,01-01-2011 12:00:00 AM,Oil,Exploratory,42,09-24-2021 02:50:43 PM
346460,02-01-2011 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346461,02-01-2011 12:00:00 AM,Other,Exploratory,5,09-24-2021 02:50:43 PM
346462,02-01-2011 12:00:00 AM,Gas,Exploratory,40,09-24-2021 02:50:43 PM
346463,02-01-2011 12:00:00 AM,Oil,Development,238,09-24-2021 02:50:43 PM
346464,02-01-2011 12:00:00 AM,Gas,Development,271,09-24-2021 02:50:43 PM
346465,02-01-2011 12:00:00 AM,Other,Development,47,09-24-2021 02:50:43 PM
346466,02-01-2011 12:00:00 AM,Bitumen,Development,137,09-24-2021 02:50:43 PM
346467,02-01-2011 12:00:00 AM,Oil,Exploratory,32,09-24-2021 02:50:43 PM
346468,03-01-2011 12:00:00 AM,Oil,Exploratory,49,09-24-2021 02:50:43 PM
346469,03-01-2011 12:00:00 AM,Gas,Exploratory,27,09-24-2021 02:50:43 PM
346470,03-01-2011 12:00:00 AM,Gas,Development,137,09-24-2021 02:50:43 PM
346471,03-01-2011 12:00:00 AM,Oil,Development,291,09-24-2021 02:50:43 PM
346472,03-01-2011 12:00:00 AM,Bitumen,Development,174,09-24-2021 02:50:43 PM
346473,03-01-2011 12:00:00 AM,Other,Development,40,09-24-2021 02:50:43 PM
346474,03-01-2011 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346475,03-01-2011 12:00:00 AM,Other,Exploratory,7,09-24-2021 02:50:43 PM
346476,04-01-2011 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346477,04-01-2011 12:00:00 AM,Oil,Exploratory,6,09-24-2021 02:50:43 PM
346478,04-01-2011 12:00:00 AM,Other,Development,24,09-24-2021 02:50:43 PM
346479,04-01-2011 12:00:00 AM,Bitumen,Development,110,09-24-2021 02:50:43 PM
346480,04-01-2011 12:00:00 AM,Gas,Exploratory,10,09-24-2021 02:50:43 PM
346481,04-01-2011 12:00:00 AM,Other,Exploratory,1,09-24-2021 02:50:43 PM
346482,04-01-2011 12:00:00 AM,Oil,Development,59,09-24-2021 02:50:43 PM
346483,04-01-2011 12:00:00 AM,Gas,Development,37,09-24-2021 02:50:43 PM
346484,05-01-2011 12:00:00 AM,Gas,Development,33,09-24-2021 02:50:43 PM
346485,05-01-2011 12:00:00 AM,Oil,Development,37,09-24-2021 02:50:43 PM
346486,05-01-2011 12:00:00 AM,Bitumen,Development,77,09-24-2021 02:50:43 PM
346487,05-01-2011 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346488,05-01-2011 12:00:00 AM,Other,Development,28,09-24-2021 02:50:43 PM
346489,05-01-2011 12:00:00 AM,Gas,Exploratory,5,09-24-2021 02:50:43 PM
346490,05-01-2011 12:00:00 AM,Other,Exploratory,2,09-24-2021 02:50:43 PM
346491,05-01-2011 12:00:00 AM,Oil,Exploratory,7,09-24-2021 02:50:43 PM
346492,06-01-2011 12:00:00 AM,Oil,Development,139,09-24-2021 02:50:43 PM
346493,06-01-2011 12:00:00 AM,Other,Exploratory,3,09-24-2021 02:50:43 PM
346494,06-01-2011 12:00:00 AM,Other,Development,32,09-24-2021 02:50:43 PM
346495,06-01-2011 12:00:00 AM,Bitumen,Development,90,09-24-2021 02:50:43 PM
346496,06-01-2011 12:00:00 AM,Gas,Exploratory,7,09-24-2021 02:50:43 PM
346497,06-01-2011 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346498,06-01-2011 12:00:00 AM,Oil,Exploratory,20,09-24-2021 02:50:43 PM
346499,06-01-2011 12:00:00 AM,Gas,Development,34,09-24-2021 02:50:43 PM
346500,07-01-2011 12:00:00 AM,Gas,Development,84,09-24-2021 02:50:43 PM
346501,07-01-2011 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346502,07-01-2011 12:00:00 AM,Bitumen,Development,125,09-24-2021 02:50:43 PM
346503,07-01-2011 12:00:00 AM,Oil,Exploratory,41,09-24-2021 02:50:43 PM
346504,07-01-2011 12:00:00 AM,Oil,Development,286,09-24-2021 02:50:43 PM
346505,07-01-2011 12:00:00 AM,Other,Development,32,09-24-2021 02:50:43 PM
346506,07-01-2011 12:00:00 AM,Gas,Exploratory,7,09-24-2021 02:50:43 PM
346507,07-01-2011 12:00:00 AM,Other,Exploratory,5,09-24-2021 02:50:43 PM
346508,08-01-2011 12:00:00 AM,Oil,Exploratory,35,09-24-2021 02:50:43 PM
346509,08-01-2011 12:00:00 AM,Other,Exploratory,9,09-24-2021 02:50:43 PM
346510,08-01-2011 12:00:00 AM,Gas,Exploratory,19,09-24-2021 02:50:43 PM
346511,08-01-2011 12:00:00 AM,Gas,Development,125,09-24-2021 02:50:43 PM
346512,08-01-2011 12:00:00 AM,Oil,Development,351,09-24-2021 02:50:43 PM
346513,08-01-2011 12:00:00 AM,Bitumen,Development,193,09-24-2021 02:50:43 PM
346514,08-01-2011 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346515,08-01-2011 12:00:00 AM,Other,Development,45,09-24-2021 02:50:43 PM
346516,09-01-2011 12:00:00 AM,Other,Development,51,09-24-2021 02:50:43 PM
346517,09-01-2011 12:00:00 AM,Bitumen,Development,211,09-24-2021 02:50:43 PM
346518,09-01-2011 12:00:00 AM,Oil,Development,325,09-24-2021 02:50:43 PM
346519,09-01-2011 12:00:00 AM,Gas,Exploratory,19,09-24-2021 02:50:43 PM
346520,09-01-2011 12:00:00 AM,Gas,Development,142,09-24-2021 02:50:43 PM
346521,09-01-2011 12:00:00 AM,Other,Exploratory,13,09-24-2021 02:50:43 PM
346522,09-01-2011 12:00:00 AM,Oil,Exploratory,24,09-24-2021 02:50:43 PM
346523,09-01-2011 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346524,10-01-2011 12:00:00 AM,Bitumen,Development,237,09-24-2021 02:50:43 PM
346525,10-01-2011 12:00:00 AM,Other,Exploratory,12,09-24-2021 02:50:43 PM
346526,10-01-2011 12:00:00 AM,Oil,Development,309,09-24-2021 02:50:43 PM
346527,10-01-2011 12:00:00 AM,Gas,Development,211,09-24-2021 02:50:43 PM
346528,10-01-2011 12:00:00 AM,Oil,Exploratory,36,09-24-2021 02:50:43 PM
346529,10-01-2011 12:00:00 AM,Other,Development,51,09-24-2021 02:50:43 PM
346530,10-01-2011 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346531,10-01-2011 12:00:00 AM,Gas,Exploratory,16,09-24-2021 02:50:43 PM
346532,11-01-2011 12:00:00 AM,Other,Exploratory,12,09-24-2021 02:50:43 PM
346533,11-01-2011 12:00:00 AM,Other,Development,27,09-24-2021 02:50:43 PM
346534,11-01-2011 12:00:00 AM,Oil,Exploratory,38,09-24-2021 02:50:43 PM
346535,11-01-2011 12:00:00 AM,Oil,Development,283,09-24-2021 02:50:43 PM
346536,11-01-2011 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346537,11-01-2011 12:00:00 AM,Gas,Development,213,09-24-2021 02:50:43 PM
346538,11-01-2011 12:00:00 AM,Bitumen,Development,142,09-24-2021 02:50:43 PM
346539,11-01-2011 12:00:00 AM,Gas,Exploratory,22,09-24-2021 02:50:43 PM
346540,12-01-2011 12:00:00 AM,Other,Exploratory,11,09-24-2021 02:50:43 PM
346541,12-01-2011 12:00:00 AM,Oil,Development,194,09-24-2021 02:50:43 PM
346542,12-01-2011 12:00:00 AM,Gas,Development,167,09-24-2021 02:50:43 PM
346543,12-01-2011 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346544,12-01-2011 12:00:00 AM,Gas,Exploratory,22,09-24-2021 02:50:43 PM
346545,12-01-2011 12:00:00 AM,Oil,Exploratory,37,09-24-2021 02:50:43 PM
346546,12-01-2011 12:00:00 AM,Bitumen,Development,87,09-24-2021 02:50:43 PM
346547,12-01-2011 12:00:00 AM,Other,Development,33,09-24-2021 02:50:43 PM
346548,01-01-2012 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346549,01-01-2012 12:00:00 AM,Oil,Exploratory,34,09-24-2021 02:50:43 PM
346550,01-01-2012 12:00:00 AM,Other,Exploratory,15,09-24-2021 02:50:43 PM
346551,01-01-2012 12:00:00 AM,Bitumen,Development,114,09-24-2021 02:50:43 PM
346552,01-01-2012 12:00:00 AM,Oil,Development,275,09-24-2021 02:50:43 PM
346553,01-01-2012 12:00:00 AM,Gas,Development,160,09-24-2021 02:50:43 PM
346554,01-01-2012 12:00:00 AM,Gas,Exploratory,23,09-24-2021 02:50:43 PM
346555,01-01-2012 12:00:00 AM,Other,Development,130,09-24-2021 02:50:43 PM
346556,02-01-2012 12:00:00 AM,Other,Exploratory,12,09-24-2021 02:50:43 PM
346557,02-01-2012 12:00:00 AM,Oil,Exploratory,44,09-24-2021 02:50:43 PM
346558,02-01-2012 12:00:00 AM,Other,Development,133,09-24-2021 02:50:43 PM
346559,02-01-2012 12:00:00 AM,Bitumen,Development,133,09-24-2021 02:50:43 PM
346560,02-01-2012 12:00:00 AM,Gas,Exploratory,22,09-24-2021 02:50:43 PM
346561,02-01-2012 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346562,02-01-2012 12:00:00 AM,Oil,Development,298,09-24-2021 02:50:43 PM
346563,02-01-2012 12:00:00 AM,Gas,Development,107,09-24-2021 02:50:43 PM
346564,03-01-2012 12:00:00 AM,Oil,Exploratory,32,09-24-2021 02:50:43 PM
346565,03-01-2012 12:00:00 AM,Gas,Development,79,09-24-2021 02:50:43 PM
346566,03-01-2012 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346567,03-01-2012 12:00:00 AM,Oil,Development,248,09-24-2021 02:50:43 PM
346568,03-01-2012 12:00:00 AM,Gas,Exploratory,20,09-24-2021 02:50:43 PM
346569,03-01-2012 12:00:00 AM,Bitumen,Development,146,09-24-2021 02:50:43 PM
346570,03-01-2012 12:00:00 AM,Other,Exploratory,9,09-24-2021 02:50:43 PM
346571,03-01-2012 12:00:00 AM,Other,Development,77,09-24-2021 02:50:43 PM
346572,04-01-2012 12:00:00 AM,Gas,Exploratory,6,09-24-2021 02:50:43 PM
346573,04-01-2012 12:00:00 AM,Bitumen,Development,103,09-24-2021 02:50:43 PM
346574,04-01-2012 12:00:00 AM,Gas,Development,33,09-24-2021 02:50:43 PM
346575,04-01-2012 12:00:00 AM,Oil,Exploratory,11,09-24-2021 02:50:43 PM
346576,04-01-2012 12:00:00 AM,Oil,Development,82,09-24-2021 02:50:43 PM
346577,04-01-2012 12:00:00 AM,Other,Exploratory,5,09-24-2021 02:50:43 PM
346578,04-01-2012 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346579,04-01-2012 12:00:00 AM,Other,Development,33,09-24-2021 02:50:43 PM
346580,05-01-2012 12:00:00 AM,Gas,Development,19,09-24-2021 02:50:43 PM
346581,05-01-2012 12:00:00 AM,Gas,Exploratory,7,09-24-2021 02:50:43 PM
346582,05-01-2012 12:00:00 AM,Bitumen,Development,91,09-24-2021 02:50:43 PM
346583,05-01-2012 12:00:00 AM,Other,Development,21,09-24-2021 02:50:43 PM
346584,05-01-2012 12:00:00 AM,Bitumen,Exploratory,0,09-24-2021 02:50:43 PM
346585,05-01-2012 12:00:00 AM,Oil,Exploratory,5,09-24-2021 02:50:43 PM
