Id,When,Type,Alberta,BritishColumbia,Canada,Manitoba,NewBrunswick,NewfoundlandAndLabrador,NovaScotia,Ontario,PrinceEdwardIsland,Quebec,Saskatchewan,ModifiedDate
57772,7/1/1986 12:00:00 AM,NetMigration,-10560,6149,35374,-679,-984,-1827,640,36364,-202,8131,-988,9/29/2021 8:25:36 AM
57773,10/1/1986 12:00:00 AM,NetMigration,-3488,805,26583,743,-1012,-587,-540,22718,132,9292,-1437,9/29/2021 8:25:36 AM
57774,1/1/1987 12:00:00 AM,NetMigration,-679,5862,48605,911,180,-407,-322,31292,174,11632,14,9/29/2021 8:25:36 AM
57775,4/1/1987 12:00:00 AM,NetMigration,-5739,9503,48003,-558,-56,-1332,359,40483,-119,6158,-580,9/29/2021 8:25:36 AM
57776,7/1/1987 12:00:00 AM,NetMigration,-10375,14611,47653,-1788,-956,-1961,-334,46485,30,4990,-2407,9/29/2021 8:25:36 AM
57777,10/1/1987 12:00:00 AM,NetMigration,-348,7690,19804,335,-655,-251,-804,16724,366,698,-3838,9/29/2021 8:25:36 AM
57778,1/1/1988 12:00:00 AM,NetMigration,1085,8192,38237,452,-326,-138,180,25482,72,5116,-2202,9/29/2021 8:25:36 AM
57779,4/1/1988 12:00:00 AM,NetMigration,-1104,14598,62009,-989,156,-719,412,44343,-22,7776,-2118,9/29/2021 8:25:36 AM
57780,7/1/1988 12:00:00 AM,NetMigration,1284,20768,89059,-2759,-23,-1103,1118,58863,-68,16023,-4593,9/29/2021 8:25:36 AM
57781,10/1/1988 12:00:00 AM,NetMigration,5929,10975,56612,-847,-254,383,-88,35845,554,9193,-5247,9/29/2021 8:25:36 AM
57782,1/1/1989 12:00:00 AM,NetMigration,4794,11711,72195,-362,528,375,216,45947,165,11389,-2685,9/29/2021 8:25:36 AM
57783,4/1/1989 12:00:00 AM,NetMigration,1500,15704,74206,-742,54,-638,1292,50668,-119,9478,-2632,9/29/2021 8:25:36 AM
57784,7/1/1989 12:00:00 AM,NetMigration,1426,26401,69808,-3110,-54,-1871,1423,42496,-398,8993,-5096,9/29/2021 8:25:36 AM
57785,10/1/1989 12:00:00 AM,NetMigration,6521,12937,15957,-1060,-194,-26,-103,4925,423,-1860,-5859,9/29/2021 8:25:36 AM
57786,1/1/1990 12:00:00 AM,NetMigration,5686,13959,56362,-366,569,345,148,30347,48,8351,-2895,9/29/2021 8:25:36 AM
57787,4/1/1990 12:00:00 AM,NetMigration,7460,18342,64225,-304,11,-501,569,33735,-179,8947,-3776,9/29/2021 8:25:36 AM
57788,7/1/1990 12:00:00 AM,NetMigration,8225,24437,58512,-2078,411,-970,-135,26078,-49,7975,-5104,9/29/2021 8:25:36 AM
57789,10/1/1990 12:00:00 AM,NetMigration,3799,11935,1363,-277,174,-263,54,-7360,18,-4229,-2523,9/29/2021 8:25:36 AM
57790,1/1/1991 12:00:00 AM,NetMigration,1155,7296,27372,37,9,518,-763,12888,-39,7170,-979,9/29/2021 8:25:36 AM
57791,4/1/1991 12:00:00 AM,NetMigration,4129,14368,52798,-159,287,728,933,23599,-174,10611,-1912,9/29/2021 8:25:36 AM
57792,7/1/1991 12:00:00 AM,NetMigration,3705,21697,38504,-2465,-502,-623,860,15457,-190,4480,-3979,9/29/2021 8:25:36 AM
57793,10/1/1991 12:00:00 AM,NetMigration,1053,12513,16045,-1219,57,-377,-241,8446,127,-2655,-1645,9/29/2021 8:25:36 AM
57794,1/1/1992 12:00:00 AM,NetMigration,1803,12997,47191,-823,202,122,-331,25666,36,7857,-491,9/29/2021 8:25:36 AM
57795,4/1/1992 12:00:00 AM,NetMigration,3859,17338,50147,-601,15,19,929,24947,-118,4508,-1211,9/29/2021 8:25:36 AM
57796,7/1/1992 12:00:00 AM,NetMigration,3242,25170,54050,-1557,-1233,-1027,1109,20342,230,11547,-3342,9/29/2021 8:25:36 AM
57797,10/1/1992 12:00:00 AM,NetMigration,1126,13550,22814,-601,-295,974,66,5710,172,3725,-1351,9/29/2021 8:25:36 AM
57798,1/1/1993 12:00:00 AM,NetMigration,890,13398,32615,-318,38,-544,-172,13933,142,5693,-357,9/29/2021 8:25:36 AM
57799,4/1/1993 12:00:00 AM,NetMigration,1604,17850,37768,-44,-206,-599,673,15795,204,2496,-150,9/29/2021 8:25:36 AM
57800,7/1/1993 12:00:00 AM,NetMigration,4164,25850,56214,-1182,-30,-2150,938,21710,118,9013,-1922,9/29/2021 8:25:36 AM
57801,10/1/1993 12:00:00 AM,NetMigration,-857,15176,16208,-936,-262,-1119,-451,3383,211,2563,-1053,9/29/2021 8:25:36 AM
57802,1/1/1994 12:00:00 AM,NetMigration,1977,16414,39922,-56,-420,-1493,43,20627,158,3539,-705,9/29/2021 8:25:36 AM
57803,4/1/1994 12:00:00 AM,NetMigration,1989,21244,47976,178,142,-1386,-121,25591,264,1063,-928,9/29/2021 8:25:36 AM
57804,7/1/1994 12:00:00 AM,NetMigration,1525,27103,51161,-1092,-178,-2658,185,24126,240,2871,-811,9/29/2021 8:25:36 AM
57805,10/1/1994 12:00:00 AM,NetMigration,977,12355,13154,-873,-172,-1508,-620,2668,140,500,-543,9/29/2021 8:25:36 AM
57806,1/1/1995 12:00:00 AM,NetMigration,3192,14409,39457,720,-407,-1463,122,20137,48,3045,-592,9/29/2021 8:25:36 AM
57807,4/1/1995 12:00:00 AM,NetMigration,3141,18068,49388,19,-170,-1783,-119,27008,99,3548,-380,9/29/2021 8:25:36 AM
57808,7/1/1995 12:00:00 AM,NetMigration,3855,19731,50647,-1524,-315,-2547,1047,26515,357,4020,-573,9/29/2021 8:25:36 AM
57809,10/1/1995 12:00:00 AM,NetMigration,2850,14850,22300,-503,174,-1205,-428,4598,50,2618,-533,9/29/2021 8:25:36 AM
57810,1/1/1996 12:00:00 AM,NetMigration,3858,16606,39322,340,138,-1990,54,17377,127,2751,177,9/29/2021 8:25:36 AM
57811,4/1/1996 12:00:00 AM,NetMigration,6044,18190,55277,323,-26,-1974,802,29735,320,1748,-114,9/29/2021 8:25:36 AM
57812,7/1/1996 12:00:00 AM,NetMigration,8814,19242,55758,-1248,-199,-2342,465,30169,234,889,-17,9/29/2021 8:25:36 AM
57813,10/1/1996 12:00:00 AM,NetMigration,5501,11377,16196,-881,-438,-1651,34,4637,-68,-953,-965,9/29/2021 8:25:36 AM
57814,1/1/1997 12:00:00 AM,NetMigration,8929,12869,43080,-156,68,-1909,-225,23774,-3,639,-794,9/29/2021 8:25:36 AM
57815,4/1/1997 12:00:00 AM,NetMigration,11177,12194,50582,-1373,-263,-1972,421,32512,67,-1614,-295,9/29/2021 8:25:36 AM
57816,7/1/1997 12:00:00 AM,NetMigration,12128,10867,51541,-1968,-698,-3072,-14,36053,-59,-166,-817,9/29/2021 8:25:36 AM
57817,10/1/1997 12:00:00 AM,NetMigration,7377,4368,8819,-1081,-533,-1534,-90,2243,-266,-1216,61,9/29/2021 8:25:36 AM
57818,1/1/1998 12:00:00 AM,NetMigration,13170,2041,32449,-367,-841,-2712,-79,20758,-179,1667,-338,9/29/2021 8:25:36 AM
57819,4/1/1998 12:00:00 AM,NetMigration,16309,677,38959,-271,-813,-2382,-364,28357,112,-2036,-128,9/29/2021 8:25:36 AM
57820,7/1/1998 12:00:00 AM,NetMigration,10828,2567,40047,-696,-306,-1679,620,27261,33,2118,-30,9/29/2021 8:25:36 AM
57821,10/1/1998 12:00:00 AM,NetMigration,5678,1574,5808,-343,-546,-971,-309,970,89,760,-797,9/29/2021 8:25:36 AM
57822,1/1/1999 12:00:00 AM,NetMigration,6695,3811,36381,787,71,-1514,102,24797,16,2938,-1077,9/29/2021 8:25:36 AM
57823,4/1/1999 12:00:00 AM,NetMigration,9451,4619,53191,457,228,-880,1578,37561,204,1628,-1531,9/29/2021 8:25:36 AM
57824,7/1/1999 12:00:00 AM,NetMigration,8141,5753,55769,-272,-391,-923,1761,39612,105,4593,-2190,9/29/2021 8:25:36 AM
57825,10/1/1999 12:00:00 AM,NetMigration,3506,2048,12674,-152,127,-67,-1128,8002,41,1824,-1304,9/29/2021 8:25:36 AM
57826,1/1/2000 12:00:00 AM,NetMigration,9266,3558,47030,454,-181,-1615,-11,34908,-171,3280,-1936,9/29/2021 8:25:36 AM
57827,4/1/2000 12:00:00 AM,NetMigration,10129,1701,59296,-63,-286,-1306,-496,48332,164,3023,-1905,9/29/2021 8:25:36 AM
57828,7/1/2000 12:00:00 AM,NetMigration,7758,5978,68775,-349,-565,-914,574,52046,-45,6157,-1676,9/29/2021 8:25:36 AM
57829,10/1/2000 12:00:00 AM,NetMigration,6859,3246,23652,-419,-379,-890,-631,15813,72,2388,-2131,9/29/2021 8:25:36 AM
57830,1/1/2001 12:00:00 AM,NetMigration,8598,8059,65652,289,35,-1518,-277,45611,139,6669,-1771,9/29/2021 8:25:36 AM
57831,4/1/2001 12:00:00 AM,NetMigration,10047,8707,78621,220,-151,-1158,-612,56536,115,6990,-2140,9/29/2021 8:25:36 AM
57832,7/1/2001 12:00:00 AM,NetMigration,12256,8138,75870,-871,-843,-890,164,50171,144,10019,-2284,9/29/2021 8:25:36 AM
57833,10/1/2001 12:00:00 AM,NetMigration,6855,2285,18330,-358,-577,-271,118,8515,-29,3408,-1431,9/29/2021 8:25:36 AM
57834,1/1/2002 12:00:00 AM,NetMigration,9159,8135,65026,675,102,-1283,109,41509,50,8740,-1876,9/29/2021 8:25:36 AM
57835,4/1/2002 12:00:00 AM,NetMigration,12130,6083,78709,558,500,-959,658,51745,-60,9407,-1943,9/29/2021 8:25:36 AM
57836,7/1/2002 12:00:00 AM,NetMigration,8099,7310,60125,-958,-288,-375,150,38229,143,9715,-1615,9/29/2021 8:25:36 AM
57837,10/1/2002 12:00:00 AM,NetMigration,2895,2602,8640,22,-127,-355,-712,1873,-8,3069,-617,9/29/2021 8:25:36 AM
57838,1/1/2003 12:00:00 AM,NetMigration,6360,5439,50768,1345,23,-410,126,30733,39,8423,-1347,9/29/2021 8:25:36 AM
57839,4/1/2003 12:00:00 AM,NetMigration,5674,8987,64216,1398,73,-530,1418,37443,15,9752,-512,9/29/2021 8:25:36 AM
57840,7/1/2003 12:00:00 AM,NetMigration,6114,9823,60012,236,-236,18,459,32267,99,12131,-1008,9/29/2021 8:25:36 AM
57841,10/1/2003 12:00:00 AM,NetMigration,4162,6538,19420,1039,-233,-238,34,4667,45,3847,-603,9/29/2021 8:25:36 AM
57842,1/1/2004 12:00:00 AM,NetMigration,6526,7162,50034,1473,312,-821,-326,27277,143,8935,-371,9/29/2021 8:25:36 AM
57843,4/1/2004 12:00:00 AM,NetMigration,6657,9596,64662,1607,-27,-668,469,36719,-14,11222,-870,9/29/2021 8:25:36 AM
57844,7/1/2004 12:00:00 AM,NetMigration,13120,12078,65711,-109,-429,-706,-397,32141,-92,11750,-1411,9/29/2021 8:25:36 AM
57845,10/1/2004 12:00:00 AM,NetMigration,8735,6964,14557,316,-219,-259,-888,-1129,-27,3116,-1903,9/29/2021 8:25:36 AM
57846,1/1/2005 12:00:00 AM,NetMigration,12106,10325,48731,179,-116,-1444,-1002,23679,67,6873,-1767,9/29/2021 8:25:36 AM
57847,4/1/2005 12:00:00 AM,NetMigration,16604,13005,71155,-572,-745,-1118,-518,38297,189,8821,-2545,9/29/2021 8:25:36 AM
57848,7/1/2005 12:00:00 AM,NetMigration,16091,16060,74917,-806,-641,-736,169,35459,-22,10748,-1372,9/29/2021 8:25:36 AM
57849,10/1/2005 12:00:00 AM,NetMigration,17151,6221,18160,-416,-698,-1275,-895,-1256,-239,1887,-1852,9/29/2021 8:25:36 AM
57850,1/1/2006 12:00:00 AM,NetMigration,17382,11243,51839,468,-595,-1599,-667,21513,-65,6604,-1898,9/29/2021 8:25:36 AM
57851,4/1/2006 12:00:00 AM,NetMigration,16360,13365,71177,913,-879,-832,204,33075,19,9229,-225,9/29/2021 8:25:36 AM
57852,7/1/2006 12:00:00 AM,NetMigration,24935,15820,76801,-65,-1122,-898,-903,28458,7,11165,-445,9/29/2021 8:25:36 AM
57853,10/1/2006 12:00:00 AM,NetMigration,12362,7041,16678,742,-173,-474,-656,-3849,-58,1105,996,9/29/2021 8:25:36 AM
57854,1/1/2007 12:00:00 AM,NetMigration,11652,12080,52520,2047,191,-1591,-644,20295,33,7341,1207,9/29/2021 8:25:36 AM
57855,4/1/2007 12:00:00 AM,NetMigration,15331,13327,73750,2581,273,-619,99,29684,12,9741,2906,9/29/2021 8:25:36 AM
57856,7/1/2007 12:00:00 AM,NetMigration,11262,19691,78023,1602,333,472,23,31367,345,9551,3580,9/29/2021 8:25:36 AM
57857,10/1/2007 12:00:00 AM,NetMigration,8277,7392,24964,1644,106,136,245,995,25,4525,1673,9/29/2021 8:25:36 AM
57858,1/1/2008 12:00:00 AM,NetMigration,11776,12753,56850,1244,241,-206,299,20477,223,8126,1951,9/29/2021 8:25:36 AM
57859,4/1/2008 12:00:00 AM,NetMigration,20334,16880,90156,2810,244,-254,310,34782,600,12267,2194,9/29/2021 8:25:36 AM
57860,7/1/2008 12:00:00 AM,NetMigration,14847,20262,87811,1106,392,916,798,32440,733,13138,3284,9/29/2021 8:25:36 AM
57861,10/1/2008 12:00:00 AM,NetMigration,12273,10632,31421,2031,547,167,502,-758,-266,4391,2183,9/29/2021 8:25:36 AM
57862,1/1/2009 12:00:00 AM,NetMigration,13696,13496,63587,2067,765,-63,349,19629,218,10920,2347,9/29/2021 8:25:36 AM
57863,4/1/2009 12:00:00 AM,NetMigration,11378,14026,86365,4117,573,1357,772,33313,695,16934,3136,9/29/2021 8:25:36 AM
57864,7/1/2009 12:00:00 AM,NetMigration,6327,19454,90190,2620,636,1381,2021,37936,735,16350,2845,9/29/2021 8:25:36 AM
57865,10/1/2009 12:00:00 AM,NetMigration,971,9471,26881,1756,199,633,503,5250,74,6394,1783,9/29/2021 8:25:36 AM
57866,1/1/2010 12:00:00 AM,NetMigration,5456,12332,59662,2397,618,336,286,24585,459,10620,2280,9/29/2021 8:25:36 AM
57867,4/1/2010 12:00:00 AM,NetMigration,8803,11041,86017,3703,832,168,1261,39322,700,16891,2927,9/29/2021 8:25:36 AM
57868,7/1/2010 12:00:00 AM,NetMigration,6865,16784,93066,3267,873,75,1959,44256,1090,15013,2777,9/29/2021 8:25:36 AM
57869,10/1/2010 12:00:00 AM,NetMigration,243,-1228,11677,2407,437,218,129,3617,307,4391,1358,9/29/2021 8:25:36 AM
57870,1/1/2011 12:00:00 AM,NetMigration,7573,6579,47197,1976,127,67,303,19811,370,9298,1070,9/29/2021 8:25:36 AM
57871,4/1/2011 12:00:00 AM,NetMigration,13406,8360,79041,3659,635,514,598,30093,742,17133,3306,9/29/2021 8:25:36 AM
57872,7/1/2011 12:00:00 AM,NetMigration,12630,14243,80755,2874,-59,958,656,34125,472,11018,3720,9/29/2021 8:25:36 AM
57873,10/1/2011 12:00:00 AM,NetMigration,12698,3221,33633,3040,382,338,-443,6048,32,5228,3184,9/29/2021 8:25:36 AM
57874,1/1/2012 12:00:00 AM,NetMigration,18163,5327,54819,2372,-300,-321,-169,17136,293,9382,3001,9/29/2021 8:25:36 AM
57875,4/1/2012 12:00:00 AM,NetMigration,21074,10249,91357,2876,540,830,93,32028,166,18558,4901,9/29/2021 8:25:36 AM
57876,7/1/2012 12:00:00 AM,NetMigration,19222,14861,84505,2370,-397,743,-281,31471,81,12249,4169,9/29/2021 8:25:36 AM
57877,10/1/2012 12:00:00 AM,NetMigration,15170,136,22909,2615,-661,229,-374,2036,-207,2210,1961,9/29/2021 8:25:36 AM
57878,1/1/2013 12:00:00 AM,NetMigration,21736,6456,57829,1812,-399,405,-714,17708,-91,8843,2309,9/29/2021 8:25:36 AM
57879,4/1/2013 12:00:00 AM,NetMigration,28474,10528,95577,2283,7,-129,-313,33519,229,16470,4359,9/29/2021 8:25:36 AM
57880,7/1/2013 12:00:00 AM,NetMigration,23459,19975,92630,2010,-526,971,-239,35582,80,8719,2933,9/29/2021 8:25:36 AM
57881,10/1/2013 12:00:00 AM,NetMigration,14027,936,14536,1872,87,254,307,-3200,27,-1622,2150,9/29/2021 8:25:36 AM
57882,1/1/2014 12:00:00 AM,NetMigration,18925,10857,54806,1976,-340,-551,-412,14617,110,7011,2449,9/29/2021 8:25:36 AM
57883,4/1/2014 12:00:00 AM,NetMigration,23001,14499,85318,3230,-440,776,24,26055,394,15059,2370,9/29/2021 8:25:36 AM
57884,7/1/2014 12:00:00 AM,NetMigration,15307,21903,85569,2567,104,289,447,32033,298,10556,1981,9/29/2021 8:25:36 AM
57885,10/1/2014 12:00:00 AM,NetMigration,5198,778,-3383,1989,-103,217,-167,-9669,-16,-2579,1240,9/29/2021 8:25:36 AM
57886,1/1/2015 12:00:00 AM,NetMigration,7334,5870,24011,925,-456,170,-900,8592,79,2375,60,9/29/2021 8:25:36 AM
57887,4/1/2015 12:00:00 AM,NetMigration,9610,11034,64157,2668,-242,272,755,28415,435,9919,1101,9/29/2021 8:25:36 AM
57888,7/1/2015 12:00:00 AM,NetMigration,7765,18176,84757,3373,357,599,2002,39227,402,10010,2835,9/29/2021 8:25:36 AM
57889,10/1/2015 12:00:00 AM,NetMigration,4790,1806,27002,3848,708,357,1037,9603,383,2531,2070,9/29/2021 8:25:36 AM
57890,1/1/2016 12:00:00 AM,NetMigration,7072,14332,82640,4033,1712,547,2346,38062,678,11214,2571,9/29/2021 8:25:36 AM
57891,4/1/2016 12:00:00 AM,NetMigration,6569,22178,109648,4961,990,560,2619,49052,1149,17734,3459,9/29/2021 8:25:36 AM
57892,7/1/2016 12:00:00 AM,NetMigration,3961,21399,109584,3789,1414,354,3228,56706,855,15133,2910,9/29/2021 8:25:36 AM
57893,10/1/2016 12:00:00 AM,NetMigration,2173,5689,33050,2908,29,-285,220,17649,241,3137,1308,9/29/2021 8:25:36 AM
57894,1/1/2017 12:00:00 AM,NetMigration,3766,14411,69158,3216,644,-408,2070,28871,713,13786,1727,9/29/2021 8:25:36 AM
57895,4/1/2017 12:00:00 AM,NetMigration,5289,22003,118314,4804,1985,-72,2931,52649,1509,24370,2410,9/29/2021 8:25:36 AM
57896,7/1/2017 12:00:00 AM,NetMigration,9007,24298,140669,3832,1355,114,3645,67859,949,26818,2588,9/29/2021 8:25:36 AM
57897,10/1/2017 12:00:00 AM,NetMigration,4762,9699,56950,2460,356,-393,561,28529,148,10393,658,9/29/2021 8:25:36 AM
57898,1/1/2018 12:00:00 AM,NetMigration,7126,15558,89083,1478,1101,-673,1473,44707,614,16839,668,9/29/2021 8:25:36 AM
57899,4/1/2018 12:00:00 AM,NetMigration,9401,25357,140156,4069,2058,-596,4172,63238,1356,29355,1666,9/29/2021 8:25:36 AM
57900,7/1/2018 12:00:00 AM,NetMigration,11701,27551,152288,3249,2303,236,5112,71847,1714,26062,2534,9/29/2021 8:25:36 AM
57901,10/1/2018 12:00:00 AM,NetMigration,7224,7136,56401,2566,644,-502,1238,26803,109,9612,1403,9/29/2021 8:25:36 AM
57902,1/1/2019 12:00:00 AM,NetMigration,7776,17726,84012,1651,1710,-259,2260,35550,694,17177,-116,9/29/2021 8:25:36 AM
57903,4/1/2019 12:00:00 AM,NetMigration,11028,27028,153468,3797,3430,-305,5036,67659,1525,32412,1715,9/29/2021 8:25:36 AM
57904,7/1/2019 12:00:00 AM,NetMigration,15082,32918,177268,2387,3662,623,6319,80927,1334,31313,2552,9/29/2021 8:25:36 AM
57905,10/1/2019 12:00:00 AM,NetMigration,10827,6385,80910,2361,593,-66,1567,44214,635,12572,1853,9/29/2021 8:25:36 AM
57906,1/1/2020 12:00:00 AM,NetMigration,9356,13477,80051,1218,1961,-273,2423,36064,1071,14887,-376,9/29/2021 8:25:36 AM
57907,4/1/2020 12:00:00 AM,NetMigration,-1378,7149,24329,-265,1214,-651,3191,11576,935,4280,-1921,9/29/2021 8:25:36 AM
57908,7/1/2020 12:00:00 AM,NetMigration,-1214,-3301,-27841,-1476,172,-808,78,-14272,62,-4624,-2146,9/29/2021 8:25:36 AM
57909,10/1/2020 12:00:00 AM,NetMigration,3843,8429,33143,952,1430,38,1212,17356,114,-506,300,9/29/2021 8:25:36 AM
57910,1/1/2021 12:00:00 AM,NetMigration,2919,22412,76117,1483,2344,625,4471,33056,1109,6559,771,9/29/2021 8:25:36 AM
57911,4/1/2021 12:00:00 AM,NetMigration,-1180,28344,75084,-730,3857,1267,6708,24429,1780,12116,-1588,9/29/2021 8:25:36 AM
